#Gene_ID	#KEGG_Pathway
TRINITY_DN1168_c0_g1	ko00230"Purine_metabolism",ko00983"Drug_metabolism_-_other_enzymes",ko01100"Metabolic_pathways"
TRINITY_DN11692_c0_g1	ko03060"Protein_export"
TRINITY_DN11729_c0_g1	ko03018"RNA_degradation"
TRINITY_DN11738_c0_g1	ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04020"Calcium_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04270"Vascular_smooth_muscle_contraction",ko04310"Wnt_signaling_pathway",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly",ko04361"Axon_regeneration",ko04371"Apelin_signaling_pathway",ko04530"Tight_junction",ko04540"Gap_junction",ko04611"Platelet_activation",ko04713"Circadian_entrainment",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04740"Olfactory_transduction",ko04742"Taste_transduction",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04910"Insulin_signaling_pathway",ko04911"Insulin_secretion",ko04912"GnRH_signaling_pathway",ko04913"Ovarian_steroidogenesis",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04918"Thyroid_hormone_synthesis",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04925"Aldosterone_synthesis_and_secretion",ko04926"Relaxin_signaling_pathway",ko04927"Cortisol_synthesis_and_secretion",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko04962"Vasopressin-regulated_water_reabsorption",ko04970"Salivary_secretion",ko04971"Gastric_acid_secretion",ko04976"Bile_secretion",ko05012"Parkinson_disease",ko05020"Prion_diseases",ko05030"Cocaine_addiction",ko05031"Amphetamine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05110"Vibrio_cholerae_infection",ko05146"Amoebiasis",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05414"Dilated_cardiomyopathy_(DCM)"
TRINITY_DN11744_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN11771_c0_g1	ko04145"Phagosome",ko04540"Gap_junction",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN11777_c0_g1	ko00190"Oxidative_phosphorylation",ko00860"Porphyrin_and_chlorophyll_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko04714"Thermogenesis"
TRINITY_DN11786_c0_g1	ko04062"Chemokine_signaling_pathway",ko04144"Endocytosis",ko04340"Hedgehog_signaling_pathway",ko04724"Glutamatergic_synapse",ko04740"Olfactory_transduction",ko04745"Phototransduction_-_fly",ko05032"Morphine_addiction"
TRINITY_DN11788_c0_g1	ko04330"Notch_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05203"Viral_carcinogenesis"
TRINITY_DN11791_c0_g1	ko03022"Basal_transcription_factors"
TRINITY_DN1182_c0_g1	ko05034"Alcoholism",ko05202"Transcriptional_misregulation_in_cancer",ko05322"Systemic_lupus_erythematosus"
TRINITY_DN11822_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04145"Phagosome",ko04150"mTOR_signaling_pathway",ko04721"Synaptic_vesicle_cycle",ko04966"Collecting_duct_acid_secretion",ko05110"Vibrio_cholerae_infection",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05165"Human_papillomavirus_infection",ko05323"Rheumatoid_arthritis"
TRINITY_DN11838_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00261"Monobactam_biosynthesis",ko00270"Cysteine_and_methionine_metabolism",ko00300"Lysine_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN1184_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN11840_c0_g1	ko03018"RNA_degradation",ko04212"Longevity_regulating_pathway_-_worm",ko04940"Type_I_diabetes_mellitus",ko05134"Legionellosis",ko05152"Tuberculosis"
TRINITY_DN11850_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN11863_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko05134"Legionellosis"
TRINITY_DN11865_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko04066"HIF-1_signaling_pathway"
TRINITY_DN11902_c0_g1	ko00196"Photosynthesis_-_antenna_proteins",ko01100"Metabolic_pathways"
TRINITY_DN11911_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko05014"Amyotrophic_lateral_sclerosis_(ALS)"
TRINITY_DN11966_c0_g1	ko00071"Fatty_acid_degradation",ko00073"Cutin,_suberine_and_wax_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN11968_c0_g1	ko04910"Insulin_signaling_pathway"
TRINITY_DN11981_c0_g1	ko05225"Hepatocellular_carcinoma"
TRINITY_DN11984_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN120_c0_g1	ko01524"Platinum_drug_resistance",ko04064"NF-kappa_B_signaling_pathway",ko04120"Ubiquitin_mediated_proteolysis",ko04210"Apoptosis",ko04215"Apoptosis_-_multiple_species",ko04217"Necroptosis",ko04510"Focal_adhesion",ko04621"NOD-like_receptor_signaling_pathway",ko04624"Toll_and_Imd_signaling_pathway",ko04668"TNF_signaling_pathway",ko05145"Toxoplasmosis",ko05168"Herpes_simplex_virus_1_infection",ko05200"Pathways_in_cancer",ko05222"Small_cell_lung_cancer"
TRINITY_DN12068_c0_g1	ko03010"Ribosome"
TRINITY_DN12071_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko04918"Thyroid_hormone_synthesis",ko05110"Vibrio_cholerae_infection"
TRINITY_DN1210_c0_g1	ko03040"Spliceosome"
TRINITY_DN12109_c0_g1	ko00270"Cysteine_and_methionine_metabolism",ko00920"Sulfur_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko05111"Biofilm_formation_-_Vibrio_cholerae"
TRINITY_DN12112_c0_g1	ko03010"Ribosome"
TRINITY_DN12115_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN12160_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00053"Ascorbate_and_aldarate_metabolism",ko00071"Fatty_acid_degradation",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00310"Lysine_degradation",ko00330"Arginine_and_proline_metabolism",ko00340"Histidine_metabolism",ko00380"Tryptophan_metabolism",ko00410"beta-Alanine_metabolism",ko00561"Glycerolipid_metabolism",ko00620"Pyruvate_metabolism",ko00625"Chloroalkane_and_chloroalkene_degradation",ko00903"Limonene_and_pinene_degradation",ko00981"Insect_hormone_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN12165_c0_g1	ko03013"RNA_transport"
TRINITY_DN12183_c0_g1	ko03010"Ribosome"
TRINITY_DN12191_c0_g1	ko04112"Cell_cycle_-_Caulobacter",ko04212"Longevity_regulating_pathway_-_worm"
TRINITY_DN12213_c0_g1	ko00340"Histidine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN12224_c0_g1	ko00430"Taurine_and_hypotaurine_metabolism",ko00620"Pyruvate_metabolism",ko00640"Propanoate_metabolism",ko00680"Methane_metabolism",ko00720"Carbon_fixation_pathways_in_prokaryotes",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism"
TRINITY_DN1225_c0_g1	ko04062"Chemokine_signaling_pathway",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection"
TRINITY_DN12258_c0_g1	ko00940"Phenylpropanoid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN12272_c0_g1	ko03015"mRNA_surveillance_pathway"
TRINITY_DN12304_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN12311_c0_g1	ko00510"N-Glycan_biosynthesis",ko01100"Metabolic_pathways",ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN12316_c0_g1	ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04270"Vascular_smooth_muscle_contraction",ko04510"Focal_adhesion",ko04611"Platelet_activation",ko04810"Regulation_of_actin_cytoskeleton",ko04921"Oxytocin_signaling_pathway",ko05205"Proteoglycans_in_cancer"
TRINITY_DN12322_c0_g1	ko04110"Cell_cycle",ko04111"Cell_cycle_-_yeast",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04120"Ubiquitin_mediated_proteolysis",ko04914"Progesterone-mediated_oocyte_maturation",ko05166"Human_T-cell_leukemia_virus_1_infection"
TRINITY_DN12330_c0_g1	ko04137"Mitophagy_-_animal"
TRINITY_DN12382_c0_g1	ko04142"Lysosome"
TRINITY_DN12384_c0_g1	ko05162"Measles"
TRINITY_DN12412_c0_g1	ko03410"Base_excision_repair"
TRINITY_DN1242_c0_g1	ko03050"Proteasome"
TRINITY_DN12428_c0_g1	ko05168"Herpes_simplex_virus_1_infection"
TRINITY_DN12434_c0_g1	ko04742"Taste_transduction"
TRINITY_DN1245_c0_g1	ko00052"Galactose_metabolism",ko00520"Amino_sugar_and_nucleotide_sugar_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN12478_c0_g1	ko00120"Primary_bile_acid_biosynthesis",ko01040"Biosynthesis_of_unsaturated_fatty_acids",ko01100"Metabolic_pathways",ko01212"Fatty_acid_metabolism",ko04146"Peroxisome"
TRINITY_DN12481_c0_g1	ko04011"MAPK_signaling_pathway_-_yeast"
TRINITY_DN12482_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00340"Histidine_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00410"beta-Alanine_metabolism",ko00980"Metabolism_of_xenobiotics_by_cytochrome_P450",ko00982"Drug_metabolism_-_cytochrome_P450",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko05204"Chemical_carcinogenesis"
TRINITY_DN12493_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko05164"Influenza_A"
TRINITY_DN12499_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN12500_c0_g1	ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04014"Ras_signaling_pathway",ko04020"Calcium_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04270"Vascular_smooth_muscle_contraction",ko04310"Wnt_signaling_pathway",ko04340"Hedgehog_signaling_pathway",ko04341"Hedgehog_signaling_pathway_-_fly",ko04361"Axon_regeneration",ko04371"Apelin_signaling_pathway",ko04530"Tight_junction",ko04540"Gap_junction",ko04611"Platelet_activation",ko04713"Circadian_entrainment",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04740"Olfactory_transduction",ko04742"Taste_transduction",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04910"Insulin_signaling_pathway",ko04911"Insulin_secretion",ko04912"GnRH_signaling_pathway",ko04913"Ovarian_steroidogenesis",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04918"Thyroid_hormone_synthesis",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04925"Aldosterone_synthesis_and_secretion",ko04926"Relaxin_signaling_pathway",ko04927"Cortisol_synthesis_and_secretion",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko04962"Vasopressin-regulated_water_reabsorption",ko04970"Salivary_secretion",ko04971"Gastric_acid_secretion",ko04976"Bile_secretion",ko05012"Parkinson_disease",ko05020"Prion_diseases",ko05030"Cocaine_addiction",ko05031"Amphetamine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05110"Vibrio_cholerae_infection",ko05146"Amoebiasis",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05414"Dilated_cardiomyopathy_(DCM)"
TRINITY_DN1251_c0_g1	ko00790"Folate_biosynthesis",ko01100"Metabolic_pathways",ko04122"Sulfur_relay_system"
TRINITY_DN12529_c0_g1	ko03013"RNA_transport",ko04150"mTOR_signaling_pathway"
TRINITY_DN12530_c0_g1	ko00020"Citrate_cycle_(TCA_cycle)",ko00640"Propanoate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism"
TRINITY_DN12533_c0_g1	ko02024"Quorum_sensing"
TRINITY_DN12543_c0_g1	ko00564"Glycerophospholipid_metabolism",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN12552_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN12569_c0_g1	ko00561"Glycerolipid_metabolism",ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN1257_c0_g1	ko05132"Salmonella_infection"
TRINITY_DN12583_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN12603_c0_g1	ko04142"Lysosome"
TRINITY_DN12618_c0_g1	ko00330"Arginine_and_proline_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN12621_c0_g1	ko04730"Long-term_depression"
TRINITY_DN12629_c0_g1	ko04020"Calcium_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05146"Amoebiasis"
TRINITY_DN12638_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04011"MAPK_signaling_pathway_-_yeast",ko04070"Phosphatidylinositol_signaling_system",ko04072"Phospholipase_D_signaling_pathway",ko04139"Mitophagy_-_yeast",ko04144"Endocytosis",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04810"Regulation_of_actin_cytoskeleton",ko05135"Yersinia_infection",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN1266_c0_g1	ko00561"Glycerolipid_metabolism",ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN12661_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN12709_c0_g1	ko04010"MAPK_signaling_pathway",ko04361"Axon_regeneration"
TRINITY_DN12730_c0_g1	ko03040"Spliceosome"
TRINITY_DN12740_c0_g1	ko00561"Glycerolipid_metabolism"
TRINITY_DN12752_c0_g1	ko05166"Human_T-cell_leukemia_virus_1_infection",ko05203"Viral_carcinogenesis"
TRINITY_DN12754_c0_g1	ko00195"Photosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN12762_c0_g1	ko00480"Glutathione_metabolism",ko01100"Metabolic_pathways",ko04918"Thyroid_hormone_synthesis"
TRINITY_DN12773_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN12774_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis"
TRINITY_DN1280_c0_g1	ko04145"Phagosome",ko04962"Vasopressin-regulated_water_reabsorption",ko05132"Salmonella_infection"
TRINITY_DN12805_c0_g1	ko03040"Spliceosome"
TRINITY_DN1281_c0_g1	ko00590"Arachidonic_acid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN12811_c0_g1	ko00620"Pyruvate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN12829_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko01521"EGFR_tyrosine_kinase_inhibitor_resistance",ko01522"Endocrine_resistance",ko01524"Platinum_drug_resistance",ko04012"ErbB_signaling_pathway",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04066"HIF-1_signaling_pathway",ko04068"FoxO_signaling_pathway",ko04070"Phosphatidylinositol_signaling_system",ko04071"Sphingolipid_signaling_pathway",ko04072"Phospholipase_D_signaling_pathway",ko04140"Autophagy_-_animal",ko04150"mTOR_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04210"Apoptosis",ko04211"Longevity_regulating_pathway",ko04212"Longevity_regulating_pathway_-_worm",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04218"Cellular_senescence",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04370"VEGF_signaling_pathway",ko04380"Osteoclast_differentiation",ko04510"Focal_adhesion",ko04550"Signaling_pathways_regulating_pluripotency_of_stem_cells",ko04611"Platelet_activation",ko04620"Toll-like_receptor_signaling_pathway",ko04625"C-type_lectin_receptor_signaling_pathway",ko04630"JAK-STAT_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04660"T_cell_receptor_signaling_pathway",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04668"TNF_signaling_pathway",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04725"Cholinergic_synapse",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04810"Regulation_of_actin_cytoskeleton",ko04910"Insulin_signaling_pathway",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04917"Prolactin_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04926"Relaxin_signaling_pathway",ko04929"GnRH_secretion",ko04930"Type_II_diabetes_mellitus",ko04931"Insulin_resistance",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04960"Aldosterone-regulated_sodium_reabsorption",ko04973"Carbohydrate_digestion_and_absorption",ko05100"Bacterial_invasion_of_epithelial_cells",ko05135"Yersinia_infection",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05146"Amoebiasis",ko05160"Hepatitis_C",ko05161"Hepatitis_B",ko05162"Measles",ko05163"Human_cytomegalovirus_infection",ko05164"Influenza_A",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05168"Herpes_simplex_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05213"Endometrial_cancer",ko05214"Glioma",ko05215"Prostate_cancer",ko05218"Melanoma",ko05220"Chronic_myeloid_leukemia",ko05221"Acute_myeloid_leukemia",ko05222"Small_cell_lung_cancer",ko05223"Non-small_cell_lung_cancer",ko05224"Breast_cancer",ko05225"Hepatocellular_carcinoma",ko05226"Gastric_cancer",ko05230"Central_carbon_metabolism_in_cancer",ko05231"Choline_metabolism_in_cancer",ko05235"PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",ko05418"Fluid_shear_stress_and_atherosclerosis"
